pwsid,pws_name,pws_type_code,gw_sw_code,primary_source_code,population_served_count,service_connections_count,carceral_sys,health_5yr_no2ndary_or_lsl_binary,mon_only_5yr_binary,health_5yr_count_no_2ndary_or_lsl,mon_only_5yr_count,CASDWIS_County,CASDWIS_SourceType,watersource,purchased,Water_System_Name,County,Regulating_agency,Water_System_Type,Service_Connections,Population,Primary_Service_Area,Water_Quality_Category_Score,Accessibility_Category_Score,Affordability_Category_Score,TMF_Capacity_Category_Score,Total_Risk_Assessment_Score,Automatically_At_Risk,Risk_Assessment_Result,Failing_Status,SAFER_Status,Number_of_Water_Sources,Absence_of_Interties,Source_Capacity_Violations,Bottled_Water_or_Hauled_Water_Reliance,Significant_Deficiencies,SC3i_Count_Distribution,SC5e_Drought_Impact,Distributiondis_any,n_ccr_downloaded,n_ccr_missing
CA0400040,ALMOND GROVE MOBILE PARK,CWS,GW,GW,253,184,other_water_systems,0,1,0,1,BUTTE  ,GW,GW,Not purchased,ALMOND GROVE MOBILE PARK,BUTTE,LPA34 - BUTTE COUNTY,COMMUNITY,184,253,MOBILE HOME PARK,1,1.33,0.33,0.67,0.83,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,0,0,0,3,1
CA0400042,FOREST VILLAGE LLC,CWS,GW,GW,28,17,other_water_systems,0,0,0,0,BUTTE  ,GW,GW,Not purchased,FOREST VILLAGE LLC,BUTTE,LPA34 - BUTTE COUNTY,COMMUNITY,17,28,MOBILE HOME PARK,0,1.33,0,0,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,0,4
CA0400051,DINGERVILLE USA PARK,CWS,GW,GW,220,80,other_water_systems,0,0,0,0,BUTTE  ,GW,GW,Not purchased,DINGERVILLE USA PARK,BUTTE,LPA34 - BUTTE COUNTY,COMMUNITY,80,220,MOBILE HOME PARK,0,0.33,0.33,0.5,0.29,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,0,4
CA0400060,HONCUT ELEMENTARY SCHOOL,NTNCWS,GW,GW,25,3,other_water_systems,0,0,0,0,BUTTE  ,GW,GW,Not purchased,HONCUT ELEMENTARY SCHOOL,BUTTE,LPA34 - BUTTE COUNTY,NON-TRANSIENT NON-COMMUNITY,3,25,SCHOOL,1.5,0.33,0.33,0,0.54,--,Not At-Risk,Failing,Failing,2,Y,N,N,0,0,0,0,0,4
CA0400062,RICHVALE ELEMENTARY SCHOOL,NTNCWS,GW,GW,63,4,other_water_systems,0,1,0,2,BUTTE  ,GW,GW,Not purchased,RICHVALE ELEMENTARY SCHOOL,BUTTE,LPA34 - BUTTE COUNTY,NON-TRANSIENT NON-COMMUNITY,4,63,SCHOOL,0,1.33,0,1,0.58,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,2,2
CA0400063,MANZANITA ELEMENTARY SCHOOL,NTNCWS,GW,GW,295,3,other_water_systems,0,1,0,1,BUTTE  ,GW,GW,Not purchased,MANZANITA ELEMENTARY SCHOOL,BUTTE,LPA34 - BUTTE COUNTY,NON-TRANSIENT NON-COMMUNITY,3,295,SCHOOL,2.5,1.5,0,0,1,--,At-Risk,Failing,Failing,1,Y,N,N,0,0,0,0,0,4
CA0400065,SPRING VALLEY SCHOOL,NTNCWS,GW,GW,70,1,other_water_systems,0,1,0,2,BUTTE  ,GWP,GW,Purchased,SPRING VALLEY SCHOOL,BUTTE,LPA34 - BUTTE COUNTY,NON-TRANSIENT NON-COMMUNITY,1,70,SCHOOL,2,3,0.67,0.67,1.59,At-Risk,At-Risk,Failing,Failing,1,Y,N,Y,0,NA,NA,NA,NA,NA
CA0400067,FEATHER RIVER SCHOOL,NTNCWS,GW,GW,34,2,other_water_systems,1,0,1,0,BUTTE  ,GW,GW,Not purchased,FEATHER RIVER SCHOOL,BUTTE,LPA34 - BUTTE COUNTY,NON-TRANSIENT NON-COMMUNITY,2,34,SCHOOL,3,1.33,0.33,0,1.17,--,At-Risk,Failing,Failing,1,Y,N,N,0,0,0,0,3,1
CA0400070,BUTTE-GLENN COMMUNITY COLLEGE DIST,NTNCWS,GW,GW,18000,55,other_water_systems,0,0,0,0,BUTTE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,2
CA0400073,NORD COUNTRY SCHOOL,NTNCWS,GW,GW,230,17,other_water_systems,0,0,0,0,BUTTE  ,GW,GW,Not purchased,NORD COUNTRY SCHOOL,BUTTE,LPA34 - BUTTE COUNTY,NON-TRANSIENT NON-COMMUNITY,17,230,SCHOOL,0,1.5,0,0,0.38,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,0,4
CA0400078,FOREST KNOLLS MUTUAL WATER CO,CWS,GW,GW,46,21,other_water_systems,0,0,0,0,BUTTE  ,GW,GW,Not purchased,FOREST KNOLLS MUTUAL WATER CO,BUTTE,LPA34 - BUTTE COUNTY,COMMUNITY,21,46,RESIDENTIAL AREA,0.5,1.5,0,0,0.5,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,2,0,1,0,4
CA0400079,FOREST RANCH CHARTER SCHOOL,NTNCWS,GW,GW,125,4,other_water_systems,0,0,0,0,BUTTE  ,GW,GW,Not purchased,FOREST RANCH CHARTER SCHOOL,BUTTE,LPA34 - BUTTE COUNTY,NON-TRANSIENT NON-COMMUNITY,4,125,SCHOOL,0,1.33,0,0,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,0,4
CA0400090,MOUNTAIN VILLAGE HOMEOWNER'S ASSOC,CWS,GW,GW,40,17,other_water_systems,0,1,0,1,BUTTE  ,GW,GW,Not purchased,MOUNTAIN VILLAGE HOMEOWNER'S ASSOC,BUTTE,LPA34 - BUTTE COUNTY,COMMUNITY,17,40,RESIDENTIAL AREA,0,1.33,0,0.67,0.5,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,0,4
CA0400091,DEL ORO WATER COMPANY - BUZZTAIL DIST.,CWS,GW,GW,99,30,other_water_systems,0,0,0,0,BUTTE  ,GW,GW,Not purchased,DEL ORO WATER COMPANY - BUZZTAIL DIST.,BUTTE,DISTRICT 21 - VALLEY,COMMUNITY,31,106,RESIDENTIAL AREA,0,1.33,0,0,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,4,0
CA0400117,FALLING ROCK RV PARK,CWS,GW,GW,50,21,other_water_systems,0,0,0,0,BUTTE  ,GW,GW,Not purchased,FALLING ROCK RV PARK,BUTTE,LPA34 - BUTTE COUNTY,COMMUNITY,21,25,OTHER TRANSIENT AREA,1.5,1.33,1,0,0.96,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,0,0,0,0,4
CA0400123,HUMBOLDT HIGHLANDS MUTUAL,CWS,GW,GW,58,28,other_water_systems,0,0,0,0,BUTTE  ,GW,GW,Not purchased,HUMBOLDT HIGHLANDS MUTUAL,BUTTE,LPA34 - BUTTE COUNTY,COMMUNITY,28,58,RESIDENTIAL AREA,0,1.33,0,1,0.58,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,2,2
CA0400133,LUNDBERG FAMILY FARM,NTNCWS,GW,GW,240,8,other_water_systems,0,0,0,0,BUTTE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA0400140,DURHAM DAYTON INDUSTRIAL PARTNERS-PRO PA,NTNCWS,GW,GW,102,3,other_water_systems,0,0,0,0,BUTTE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA0400149,HUMBOLDT WOODLANDS MUTUAL,CWS,GW,GW,55,31,other_water_systems,0,0,0,0,BUTTE  ,GW,GW,Not purchased,HUMBOLDT WOODLANDS MUTUAL,BUTTE,LPA34 - BUTTE COUNTY,COMMUNITY,31,55,RESIDENTIAL AREA,0,1.5,0,0.67,0.54,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,2,2
CA0400150,SUNSET MOULDING CHICO,NTNCWS,GW,GW,41,2,other_water_systems,0,0,0,0,BUTTE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,1
CA0400151,KEEFER CREEK ESTATES,CWS,GW,GW,160,55,other_water_systems,0,0,0,0,BUTTE  ,GW,GW,Not purchased,KEEFER CREEK ESTATES,BUTTE,LPA34 - BUTTE COUNTY,COMMUNITY,55,160,RESIDENTIAL AREA,1.5,0.33,0,1,0.71,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,2,Y,N,N,0,0,0,0,1,3
CA0400154,TRUROOTS,NTNCWS,GW,GW,85,2,other_water_systems,0,0,0,0,BUTTE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,3
CA0400155,BIGGERS GLEN MUTUAL WATER CO,CWS,GW,GW,25,18,other_water_systems,0,1,0,3,BUTTE  ,GW,GW,Not purchased,BIGGERS GLEN MUTUAL WATER CO,BUTTE,LPA34 - BUTTE COUNTY,COMMUNITY,18,25,RESIDENTIAL AREA,0.25,1.33,0,0,0.4,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,0,4
CA0400158,FRANCIS PROPERTY MANAGEMENT,NTNCWS,GW,GW,51,22,other_water_systems,0,1,0,2,BUTTE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA0400162,PLEASANT VALLEY BAPTIST CHURCH,NTNCWS,GW,GW,600,3,other_water_systems,1,1,2,4,BUTTE  ,GW,GW,Not purchased,PLEASANT VALLEY BAPTIST CHURCH,BUTTE,LPA34 - BUTTE COUNTY,NON-TRANSIENT NON-COMMUNITY,3,600,SCHOOL,2,1.33,0,0.67,1,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,0,0,0,1,3
CA0405001,DEL ORO WATER CO.-LIME SADDLE MARINA,CWS,SW,SW,888,269,other_water_systems,0,0,0,0,BUTTE  ,SW,SW,Not purchased,DEL ORO WATER CO.-LIME SADDLE MARINA,BUTTE,DISTRICT 21 - VALLEY,COMMUNITY,282,895,RECREATION AREA,0.25,0,1.42,0.33,0.5,--,Not At-Risk,Non-Failing,Not At-Risk,4,N,N,N,0,0,0,0,4,0
CA0405003,SILVER DOLLAR FAIRGROUNDS,NTNCWS,GW,GW,195,1,other_water_systems,0,1,0,6,BUTTE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,2
CA0409177,G & J PROPERTIES,NTNCWS,GW,GW,130,8,other_water_systems,0,0,0,0,BUTTE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA0409181,BLUE OAK TERRACE MUTUAL,CWS,GW,GW,81,30,other_water_systems,0,0,0,0,BUTTE  ,GW,GW,Not purchased,BLUE OAK TERRACE MUTUAL,BUTTE,LPA34 - BUTTE COUNTY,COMMUNITY,30,81,RESIDENTIAL AREA,0,0.33,0.33,0,0.17,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,1,3
CA0409183,SIERRA MOON WATER COMPANY,CWS,GW,GW,120,86,other_water_systems,0,1,0,1,BUTTE  ,GW,GW,Not purchased,SIERRA MOON WATER COMPANY,BUTTE,LPA34 - BUTTE COUNTY,COMMUNITY,86,120,RESIDENTIAL AREA,0,0.33,0,0.67,0.25,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,0,4
CA0409187,PG&E - TABLE MOUNTAIN,NTNCWS,GW,GW,25,1,other_water_systems,1,0,1,0,BUTTE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA0409188,"FEDEX FREIGHT, INC. CHI",NTNCWS,GW,GW,37,1,other_water_systems,0,0,0,0,BUTTE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA0409189,DAUTERMAN WELL,NTNCWS,GW,GW,100,3,other_water_systems,0,1,0,1,BUTTE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA0409194,FEDEX GROUND,NTNCWS,GW,GW,180,2,other_water_systems,0,0,0,0,BUTTE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA0409197,SIERRA NEVADA BREWING CO.,NTNCWS,GW,GW,350,3,other_water_systems,0,0,0,0,BUTTE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA0410001,CITY OF BIGGS,CWS,GW,GW,2060,800,other_water_systems,0,1,0,4,BUTTE  ,GW,GW,Not purchased,CITY OF BIGGS,BUTTE,DISTRICT 21 - VALLEY,COMMUNITY,800,2060,RESIDENTIAL AREA,0,0.33,0,0,0.08,--,Not At-Risk,Non-Failing,Not At-Risk,3,Y,N,N,0,0,0,0,4,0
CA0410002,CAL-WATER SERVICE CO.-CHICO,CWS,GW,GW,111831,30239,other_water_systems,0,0,0,0,BUTTE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0
CA0410003,DURHAM IRRIGATION DISTRICT,CWS,GW,GW,1581,479,other_water_systems,0,1,0,1,BUTTE  ,GW,GW,Not purchased,DURHAM IRRIGATION DISTRICT,BUTTE,DISTRICT 21 - VALLEY,COMMUNITY,479,1581,RESIDENTIAL AREA,1.5,0.33,0,0.67,0.63,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,3,Y,N,N,0,1,0,1,2,2
CA0410004,CITY OF GRIDLEY,CWS,GW,GW,7444,2282,other_water_systems,0,1,0,3,BUTTE  ,GW,GW,Not purchased,CITY OF GRIDLEY,BUTTE,DISTRICT 21 - VALLEY,COMMUNITY,2282,7444,RESIDENTIAL AREA,0,0.33,0.33,0,0.17,--,Not At-Risk,Non-Failing,Not At-Risk,7,Y,N,N,0,0,0,0,2,2
CA0410005,CAL-WATER SERVICE CO.-OROVILLE,CWS,SW,SW,11045,3553,other_water_systems,0,1,0,1,BUTTE  ,SW,SW,Not purchased,CAL-WATER SERVICE CO.-OROVILLE,BUTTE,DISTRICT 21 - VALLEY,COMMUNITY,3553,11045,RESIDENTIAL AREA,1.5,0.33,0.67,0,0.63,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,4,Y,N,N,0,NA,NA,NA,4,0
CA0410006,SOUTH FEATHER W&P - MINERS RANCH,CWS,SW,SW,22664,6868,other_water_systems,0,0,0,0,BUTTE  ,SW,SW,Not purchased,SOUTH FEATHER W&P - MINERS RANCH,BUTTE,DISTRICT 21 - VALLEY,COMMUNITY,6878,22664,RESIDENTIAL AREA,0,1.33,0,0.67,0.5,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,NA,NA,NA,4,0
CA0410007,PARADISE IRRIGATION DISTRICT,CWS,SW,SW,9142,9368,other_water_systems,0,0,0,0,BUTTE  ,SW,SW,Not purchased,PARADISE IRRIGATION DISTRICT,BUTTE,DISTRICT 21 - VALLEY,COMMUNITY,9368,9142,MUNICIPALITY,0,0.33,0.33,0.67,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,10,1,1,4,0
CA0410008,THERMALITO WATER & SEWER DIST,CWS,SW,SW,12136,3141,carceral_serving_water_system,1,1,1,4,BUTTE  ,SW,SW,Not purchased,THERMALITO WATER & SEWER DIST,BUTTE,DISTRICT 21 - VALLEY,COMMUNITY,3141,12136,RESIDENTIAL AREA,0.5,0.33,0.33,0,0.29,--,Not At-Risk,Non-Failing,Not At-Risk,5,Y,N,N,0,NA,NA,NA,3,1
CA0410009,DEL ORO WATER CO.-MAGALIA,CWS,GW,GW,350,106,other_water_systems,0,1,0,1,BUTTE  ,GW,GW,Not purchased,DEL ORO WATER CO.-MAGALIA,BUTTE,DISTRICT 21 - VALLEY,COMMUNITY,103,340,RESIDENTIAL AREA,0,0,1.08,0.33,0.35,--,Not At-Risk,Non-Failing,Not At-Risk,3,N,N,N,0,0,0,0,4,0
CA0410011,DEL ORO WATER CO.-PARADISE PINES,CWS,SW,SWP,10900,3300,other_water_systems,0,0,0,0,BUTTE  ,SWP,SW,Purchased,DEL ORO WATER CO.-PARADISE PINES,BUTTE,DISTRICT 21 - VALLEY,COMMUNITY,3300,10900,RESIDENTIAL AREA,0,0,0,0,0,--,Not At-Risk,Non-Failing,Not At-Risk,5,N,N,N,0,NA,NA,NA,4,0
CA0410012,SOUTH FEATHER W&P - BANGOR,CWS,SW,SW,73,22,other_water_systems,0,0,0,0,BUTTE  ,SW,SW,Not purchased,SOUTH FEATHER W&P - BANGOR,BUTTE,DISTRICT 21 - VALLEY,COMMUNITY,22,73,RESIDENTIAL AREA,0,1.33,0.33,0.67,0.58,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,4,0
CA0410018,DEL ORO WATER CO.-STIRLING BLUFFS,CWS,SW,SW,501,152,other_water_systems,0,0,0,0,BUTTE  ,SW,SW,Not purchased,DEL ORO WATER CO.-STIRLING BLUFFS,BUTTE,DISTRICT 21 - VALLEY,COMMUNITY,158,521,RESIDENTIAL AREA,0,1.33,0.33,0,0.42,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,4,0
CA0500009,UNITED PARCEL SERVICE,NTNCWS,GW,GW,75,1,other_water_systems,0,0,0,0,CALAVERAS  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA0500019,MINERAL MOUNTAIN MUTUAL WATER,CWS,GW,GW,67,34,other_water_systems,0,0,0,0,CALAVERAS  ,GW,GW,Not purchased,MINERAL MOUNTAIN MUTUAL WATER,CALAVERAS,LPA35 - CALAVERAS COUNTY,COMMUNITY,34,67,RESIDENTIAL AREA,0.25,0.33,0,0,0.15,--,Not At-Risk,Non-Failing,Not At-Risk,5,Y,N,N,0,0,0,0,3,1
CA0500027,LILI VALLEY WATER CO.,CWS,GW,GW,99,70,other_water_systems,0,1,0,2,CALAVERAS  ,GW,GW,Not purchased,LILI VALLEY WATER CO.,CALAVERAS,LPA35 - CALAVERAS COUNTY,COMMUNITY,70,99,RESIDENTIAL AREA,0,0.33,1.42,0.67,0.61,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,2,Y,N,N,0,0,0,0,1,3
CA0500039,TOYON PARK WATER SYSTEM LLC,NTNCWS,GW,GW,150,11,other_water_systems,0,0,0,0,CALAVERAS  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA0500053,PARDEE CENTER,NTNCWS,SW,SW,50,13,other_water_systems,0,0,0,0,CALAVERAS  ,SW,SW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA0500068,DUNROVIN MOBILE HOME VILLAGE,CWS,GW,GW,99,37,other_water_systems,0,0,0,0,CALAVERAS  ,GW,GW,Not purchased,DUNROVIN MOBILE HOME VILLAGE,CALAVERAS,LPA35 - CALAVERAS COUNTY,COMMUNITY,37,99,MOBILE HOME PARK,0,0.33,0.33,0.33,0.25,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,4,0,1,4,0
CA0500075,LAKESIDE MOBILE ESTATES,CWS,GW,GW,30,24,other_water_systems,0,0,0,0,CALAVERAS  ,GW,GW,Not purchased,LAKESIDE MOBILE ESTATES,CALAVERAS,LPA35 - CALAVERAS COUNTY,COMMUNITY,24,30,MOBILE HOME PARK,0,2,0.67,0.67,0.84,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,0,0,0,0,4
CA0500082,ANGELS CAMP RV/CAMPING RESORT,CWS,GW,GW,288,102,other_water_systems,0,0,0,0,CALAVERAS  ,GW,GW,Not purchased,ANGELS CAMP RV/CAMPING RESORT,CALAVERAS,LPA35 - CALAVERAS COUNTY,COMMUNITY,102,288,RECREATION AREA,0,1.33,0.67,1,0.75,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0,NA,0,NA,0,4
CA0500085,TOYON MIDDLE SCHOOL,NTNCWS,GW,GW,200,1,other_water_systems,0,0,0,0,CALAVERAS  ,GW,GW,Not purchased,TOYON MIDDLE SCHOOL,CALAVERAS,LPA35 - CALAVERAS COUNTY,NON-TRANSIENT NON-COMMUNITY,1,200,SCHOOL,0,0.33,0.67,0,0.25,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,0,4
CA0500091,RITE OF PASSAGE/SIERRA RIDGE,CWS,SW,SW,150,13,other_water_systems,0,0,0,0,CALAVERAS  ,SW,SW,Not purchased,RITE OF PASSAGE/SIERRA RIDGE,CALAVERAS,LPA35 - CALAVERAS COUNTY,COMMUNITY,13,150,SCHOOL,0.25,0.33,2,0,0.65,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,4,Y,N,N,0,NA,0,NA,0,4
CA0500095,VINE & BRANCH FELLOWSHIP,NTNCWS,GW,GW,85,3,other_water_systems,0,0,0,0,CALAVERAS  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,3
CA0500097,CUSD DISTRICT OFFICE,NTNCWS,GW,GW,100,2,other_water_systems,0,0,0,0,CALAVERAS  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA0510001,UNION PUBLIC UTILITY DISTRICT,CWS,SW,SW,4774,1735,carceral_serving_water_system,1,0,5,0,CALAVERAS  ,SW,SW,Not purchased,UNION PUBLIC UTILITY DISTRICT,CALAVERAS,DISTRICT 10 - STOCKTON,COMMUNITY,1735,4774,RESIDENTIAL AREA,0.75,1.33,1.08,0.33,0.87,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,0,0,0,1,3
CA0510002,CALAVERAS PUD,CWS,SW,SW,6286,1956,other_water_systems,0,0,0,0,CALAVERAS  ,SW,SW,Not purchased,CALAVERAS PUD,CALAVERAS,DISTRICT 10 - STOCKTON,COMMUNITY,1972,6286,RESIDENTIAL AREA,0,1.33,1.08,0.33,0.69,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0,9,0,1,4,0
CA0510003,"ANGELS, CITY OF",CWS,SW,SW,3836,2000,other_water_systems,0,0,0,0,CALAVERAS  ,SW,SW,Not purchased,"ANGELS, CITY OF",CALAVERAS,DISTRICT 10 - STOCKTON,COMMUNITY,2000,3836,RESIDENTIAL AREA,1.75,1.33,1.42,0,1.13,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,0,0,0,2,2
CA0510004,CCWD - SHEEP RANCH,CWS,SW,SW,89,49,other_water_systems,0,0,0,0,CALAVERAS  ,SW,SW,Not purchased,CCWD - SHEEP RANCH,CALAVERAS,DISTRICT 10 - STOCKTON,COMMUNITY,47,89,RESIDENTIAL AREA,0,2.33,0.67,0.83,0.96,--,At-Risk,Non-Failing,At-Risk,1,Y,Y,N,0,0,0,0,4,0
CA0510005,CCWD - WEST POINT,CWS,SW,SW,1043,576,other_water_systems,0,0,0,0,CALAVERAS  ,SW,SW,Not purchased,CCWD - WEST POINT,CALAVERAS,DISTRICT 10 - STOCKTON,COMMUNITY,572,1043,RESIDENTIAL AREA,0,0.33,1.42,0.83,0.65,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,2,Y,N,N,0,0,0,0,4,0
CA0510006,CCWD - JENNY LIND,CWS,SW,SW,9861,3884,other_water_systems,0,0,0,0,CALAVERAS  ,SW,SW,Not purchased,CCWD - JENNY LIND,CALAVERAS,DISTRICT 10 - STOCKTON,COMMUNITY,3884,9861,RESIDENTIAL AREA,0,1.33,0,0.83,0.54,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,NA,NA,NA,4,0
CA0510009,BLUE LAKE SPRINGS MUT WTR,CWS,SW,SWP,4801,1726,other_water_systems,0,0,0,0,CALAVERAS  ,SWP,SW,Purchased,BLUE LAKE SPRINGS MUT WTR,CALAVERAS,DISTRICT 10 - STOCKTON,COMMUNITY,1729,4801,RESIDENTIAL AREA,0.25,0,0,0,0.06,--,Not At-Risk,Non-Failing,Not At-Risk,4,N,N,N,0,0,0,0,4,0
CA0510010,VALLEY SPRINGS PUD,CWS,GW,GW,900,263,other_water_systems,0,0,0,0,CALAVERAS  ,GW,GW,Not purchased,VALLEY SPRINGS PUD,CALAVERAS,DISTRICT 10 - STOCKTON,COMMUNITY,263,900,RESIDENTIAL AREA,0,1,1.08,0.67,0.69,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,2,Y,N,N,0,0,0,0,4,0
CA0510011,SNOWSHOE SPRINGS ASSN.,CWS,SW,SWP,361,298,other_water_systems,0,0,0,0,CALAVERAS  ,SWP,SW,Purchased,SNOWSHOE SPRINGS ASSN.,CALAVERAS,DISTRICT 10 - STOCKTON,COMMUNITY,298,361,RESIDENTIAL AREA,0,2,0,0.33,0.58,At-Risk,At-Risk,Non-Failing,At-Risk,1,N,N,Y,0,1,0,1,3,1
CA0510012,CAMANCHE SOUTH SHORE-EBMUD,CWS,SW,SW,837,448,other_water_systems,0,0,0,0,CALAVERAS  ,SW,SW,Not purchased,CAMANCHE SOUTH SHORE-EBMUD,CALAVERAS,DISTRICT 10 - STOCKTON,COMMUNITY,448,837,RECREATION AREA,0,0.33,0.33,1,0.42,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,4,0,1,4,0
CA0510016,CCWD - EBBETTS PASS,CWS,SW,SW,11545,6010,other_water_systems,1,0,4,0,CALAVERAS  ,SW,SW,Not purchased,CCWD - EBBETTS PASS,CALAVERAS,DISTRICT 10 - STOCKTON,COMMUNITY,6010,11545,RESIDENTIAL AREA,0.5,0.33,0,0.83,0.42,--,Not At-Risk,Failing,Failing,3,Y,N,N,0,NA,NA,NA,4,0
