PWS ID,PWS Name,Primacy Agency,PWS Type,Population Served Count,Service Connections Count,Primary Source,Primary Source Code,GW SW,GW SW Code
CA2110501,NPS PRNS - LAGUNA SYSTEM,California,Transient non-community system,316,9,Ground water,GW,Groundwater,GW
CA3400141,RIVERBOAT MARINA,California,Transient non-community system,300,15,Ground water,GW,Groundwater,GW
CA1000540,"BHANDAL, INC.",California,Transient non-community system,25,2,Ground water,GW,Groundwater,GW
CA4901419,J. RICKARDS WINERY,California,Transient non-community system,35,4,Ground water,GW,Groundwater,GW
CA1000430,COUNTRYSIDE CARE CENTER,California,Community water system,"1,234",1,Ground water,GW,Groundwater,GW
CA2400011,DOLE ATWATER PLANT,California,Non-Transient non-community system,"1,500",2,Ground water,GW,Groundwater,GW
CA2700983,CALTRANS CAMP ROBERTS RSRA SB,California,Transient non-community system,"2,560",1,Ground water,GW,Groundwater,GW
CA2700984,CALTRANS CAMP ROBERTS RSRA NB,California,Transient non-community system,"1,750",2,Ground water,GW,Groundwater,GW
CA2701355,PRINCES CAMP RESORT WS,California,Community water system,126,55,Ground water,GW,Groundwater,GW
CA1500296,FULLER ACRES MUTUAL WATER COMPANY,California,Community water system,545,165,Ground water,GW,Groundwater,GW
CA2701503,MESA DEL TORO MWC,California,Community water system,90,35,Ground water,GW,Groundwater,GW
CA3301275,LA COCINA,California,Transient non-community system,30,11,Ground water,GW,Groundwater,GW
CA1200710,VIEW CREST LODGE,California,Transient non-community system,174,56,Ground water,GW,Groundwater,GW
CA4800809,VALLEY EVANGELICAL FREE CHURCH,California,Transient non-community system,"1,200",3,Ground water,GW,Groundwater,GW
CA3410303,PRAIRIE CITY SVRA,California,Transient non-community system,32,15,Ground water,GW,Groundwater,GW
CA5105004,"SYSCO FOOD SERVICES OF SACRAMENTO, INC.",California,Non-Transient non-community system,300,1,Ground water,GW,Groundwater,GW
CA4600051,GREENE ACRES PROP. O.A.,California,Transient non-community system,129,46,Ground water,GW,Groundwater,GW
CA2410005,CITY OF LOS BANOS,California,Community water system,"47,347",13484,Ground water,GW,Groundwater,GW
CA2300838,FLIGHT RIDGE,California,Non-Transient non-community system,206,7,Ground water,GW,Groundwater,GW
CA3310005,DESERT WATER AGENCY,California,Community water system,"74,025",23358,Surface water,SW,Surface water,SW
CA4400763,BUENA VISTA MIGRANT CENTER,California,Community water system,455,140,Ground water,GW,Groundwater,GW
CA5200546,NEW MEADOWS,California,Community water system,70,24,Ground water,GW,Groundwater,GW
CA1500341,SIERRA BELLA MUTUAL WATER COMPANY,California,Community water system,60,180,Ground water,GW,Groundwater,GW
CA2210946,YOSEMITE'S SCENIC WONDERS,California,Transient non-community system,65,2,Ground water,GW,Groundwater,GW
CA2400165,FOSTER FARMS DELHI FEEDMILL COLLIER ROAD,California,Non-Transient non-community system,248,2,Ground water,GW,Groundwater,GW
CA2400218,FOSTER FARMS FERTILIZER PLANT,California,Non-Transient non-community system,25,1,Ground water,GW,Groundwater,GW
CA5000481,FOSTER FARMS-ELLENWOOD HATCHERY,California,Non-Transient non-community system,40,2,Ground water,GW,Groundwater,GW
CA4810801,DELTA CONSERVATION CAMP,California,Community water system,65,4,Ground water,GW,Groundwater,GW
CA2800015,SOMERSTON WINERY,California,Non-Transient non-community system,28,3,Ground water,GW,Groundwater,GW
CA4200580,SAN MARCOS MUTUAL WATER COMPANY,California,Community water system,120,38,Groundwater under influence of surface water,GU,Surface water,SW
CA2600518,TWIN LAKES RESORT,California,Transient non-community system,100,30,Ground water,GW,Groundwater,GW
CA2702226,CDFW ELKHORN SLOUGH ECOLOGICAL RESERVE,California,Transient non-community system,650,9,Ground water,GW,Groundwater,GW
CA4410002,SLVWD - FELTON WATER SYSTEM,California,Community water system,"4,340",1353,Surface water,SW,Surface water,SW
CA4410014,SAN LORENZO VALLEY WATER DIST,California,Community water system,"21,145",6496,Surface water,SW,Surface water,SW
CA0707519,DUTCH SLOUGH WATER WORKS,California,Community water system,49,17,Ground water,GW,Groundwater,GW
CA5205006,CALTRANS-COTTONWOOD TRUCK INSP. FAC.,California,Non-Transient non-community system,35,1,Ground water,GW,Groundwater,GW
CA5200602,CALTRANS-RED BLUFF REST-SB,California,Transient non-community system,"2,500",1,Ground water,GW,Groundwater,GW
CA5200603,CALTRANS-RED BLUFF REST-NB,California,Transient non-community system,"2,600",1,Ground water,GW,Groundwater,GW
CA4700554,CALTRANS-COLLIER REST STOP,California,Transient non-community system,"1,400",1,Surface water,SW,Surface water,SW
CA4700557,CALTRANS-WEED REST STOP,California,Transient non-community system,"1,000",2,Ground water,GW,Groundwater,GW
CA3200009,CALTRANS-MASSACK REST STOP,California,Transient non-community system,350,1,Ground water,GW,Groundwater,GW
CA3200020,CALTRANS-L.T. DAVIS RESTSTOP,California,Transient non-community system,200,1,Ground water,GW,Groundwater,GW
CA2801006,CLOS DU VAL WINE CO.,California,Non-Transient non-community system,100,2,Ground water,GW,Groundwater,GW
CA2701263,PARTINGTON MWC,California,Community water system,35,26,Surface water,SW,Surface water,SW
CA3302062,SPARTAN VETERINARY SERVICES,California,Transient non-community system,36,1,Ground water,GW,Groundwater,GW
CA3200022,CALTRANS-CHESTER SAFETY REST STOP,California,Transient non-community system,120,1,Ground water,GW,Groundwater,GW
CA2300625,INN AT SCHOOLHOUSE CREEK,California,Transient non-community system,77,22,Ground water,GW,Groundwater,GW
CA5010021,DENAIR COMMUNITY SERVICES DISTRICT,California,Community water system,"5,090",1711,Ground water,GW,Groundwater,GW
CA4901233,IMAGERY ESTATE WINERY,California,Transient non-community system,135,2,Ground water,GW,Groundwater,GW
CA1000315,CLAY JOINT ELEMENTARY SCHOOL,California,Non-Transient non-community system,265,5,Ground water,GW,Groundwater,GW
CA4500357,LAKEHEAD GAS & FOOD,California,Transient non-community system,100,4,Ground water,GW,Groundwater,GW
CA4300748,THE RAINBOW JUNCTION WATER SYSTEM,California,Transient non-community system,50,1,Ground water,GW,Groundwater,GW
CA4400505,DAVID BRUCE WINERY,California,Transient non-community system,27,5,Ground water,GW,Groundwater,GW
CA2310009,BROOKTRAILS TOWNSHIP CSD,California,Community water system,"3,632",1554,Surface water,SW,Surface water,SW
CA4910020,SONOMA COUNTY WATER AGENCY,California,Community water system,0,163,Ground water,GW,Groundwater,GW
CA3600767,CAMP TAHQUITZ,California,Transient non-community system,275,6,Ground water,GW,Groundwater,GW
CA5700827,PIONEER HI-BRED INTERNATIONAL,California,Non-Transient non-community system,115,9,Ground water,GW,Groundwater,GW
CA2300591,PINE MOUNTAIN MUTUAL WATER CO.,California,Community water system,310,125,Surface water,SW,Surface water,SW
CA1009120,RAU DAIRY,California,Community water system,105,43,Ground water,GW,Groundwater,GW
CA1000565,USDA AGRICULTURAL RESEARCH SERVICE,California,Non-Transient non-community system,130,27,Ground water,GW,Groundwater,GW
CA2400062,SNELLING MERCED FALLS SCHOOL,California,Non-Transient non-community system,67,4,Ground water,GW,Groundwater,GW
CA3200188,GREENHORN CREEK CSD,California,Community water system,280,136,Ground water,GW,Groundwater,GW
CA2904010,OLYMPIA PARK WATER SYSTEM,California,Transient non-community system,35,5,Ground water,GW,Groundwater,GW
CA5700608,CANYON CREEK RESORT,California,Transient non-community system,212,90,Surface water,SW,Surface water,SW
CA3400394,DELTA SHORES RESORT,California,Non-Transient non-community system,278,189,Ground water,GW,Groundwater,GW
CA3400297,GIBSON RANCH COUNTY PARK,California,Transient non-community system,"3,300",10,Ground water,GW,Groundwater,GW
CA1503336,GOLDEN EMPIRE CONCRETE COMPANY,California,Non-Transient non-community system,53,1,Ground water,GW,Groundwater,GW
CA4010001,CITY OF ARROYO GRANDE UTILITIES DIVISION,California,Community water system,"17,963",6854,Surface water purchased,SWP,Surface water,SW
CA5500030,YOSEMITE LAKES CAMPGROUND,California,Transient non-community system,413,318,Surface water,SW,Surface water,SW
CA2400318,NEIGHBORHOOD GROCERY,California,Transient non-community system,25,2,Ground water,GW,Groundwater,GW
CA5510026,PHOENIX LAKE ESTATES CC MWC,California,Community water system,"1,168",358,Ground water,GW,Groundwater,GW
CA1500525,LAKEVIEW RANCHOS MUTUAL WATER COMPANY,California,Community water system,120,71,Ground water,GW,Groundwater,GW
CA1502247,DESERT BREEZE MOBILE HOME ESTATES,California,Community water system,82,63,Ground water,GW,Groundwater,GW
CA4300578,ANGELO LANE WATER COMPANY,California,Community water system,52,15,Ground water,GW,Groundwater,GW
CA2801046,ST. SUPERY WINERY,California,Non-Transient non-community system,40,1,Ground water,GW,Groundwater,GW
CA4901361,ANABA WINERY,California,Transient non-community system,105,2,Ground water,GW,Groundwater,GW
CA4301011,NESTLDOWN RANCH,California,Transient non-community system,250,4,Ground water,GW,Groundwater,GW
CA5400602,EAGLE'S NEST RESORT,California,Community water system,60,78,Ground water,GW,Groundwater,GW
CA3310040,FERN VALLEY WD,California,Community water system,900,1177,Surface water,SW,Surface water,SW
CA0707601,RUSSOS MOBILE PARK,California,Community water system,110,20,Ground water,GW,Groundwater,GW
CA0105008,CASTLEWOOD DOMESTIC WATER SYSTEM,California,Community water system,524,207,Ground water purchased,GWP,Groundwater,GW
CA5400880,THE LAKES ASSOCIATION,California,Community water system,495,161,Ground water,GW,Groundwater,GW
CA4710006,MCCLOUD C.S.D.,California,Community water system,"1,317",733,Ground water,GW,Groundwater,GW
CA2800013,BURGESS CELLARS,California,Transient non-community system,25,1,Ground water,GW,Groundwater,GW
CA2801089,DI ROSA ART PRESERVE,California,Transient non-community system,37,1,Ground water,GW,Groundwater,GW
CA1910065,LONG BEACH UTILITIES DEPARTMENT,California,Community water system,"458,222",90104,Surface water purchased,SWP,Surface water,SW
CA1000186,HELM SCHOOL,California,Community water system,105,11,Ground water,GW,Groundwater,GW
CA2801073,BELLA UNION WINERY,California,Non-Transient non-community system,238,1,Ground water,GW,Groundwater,GW
CA2800027,NICKEL & NICKEL WINERY,California,Non-Transient non-community system,148,2,Ground water,GW,Groundwater,GW
CA3500576,AROMAS HILLS MUTUAL WATER ASSOCIATION,California,Community water system,40,10,Ground water,GW,Groundwater,GW
CA2801011,DOMAINE CARNEROS,California,Non-Transient non-community system,652,3,Ground water,GW,Groundwater,GW
CA4300563,MT. PLEASANT WATER USERS ASSOCIATION,California,Community water system,300,90,Surface water purchased,SWP,Surface water,SW
CA3710005,CARLSBAD MWD,California,Community water system,"95,158",28238,Surface water purchased,SWP,Surface water,SW
CA4400756,MOUNTAIN ELEMENTARY SCHOOL,California,Non-Transient non-community system,240,1,Ground water,GW,Groundwater,GW
CA2800051,CHAPPELLET WINERY,California,Transient non-community system,49,1,Ground water,GW,Groundwater,GW
CA2400091,CHARLESTON SCHOOL,California,Non-Transient non-community system,325,1,Ground water,GW,Groundwater,GW
CA3601144,HINKLEY SENIOR REC CENTER,California,Transient non-community system,26,1,Ground water,GW,Groundwater,GW
CA3600452,LUCERNE VALLEY PARKS & RECREATION,California,Transient non-community system,205,6,Ground water,GW,Groundwater,GW
CA3601163,CSA 29 MIDWAY PARK,California,Transient non-community system,155,2,Ground water,GW,Groundwater,GW
CA3601152,MOJAVE RIVER FORKS REGIONAL PARK,California,Transient non-community system,15,32,Ground water,GW,Groundwater,GW
CA3600114,CSA 70 W-3 HACIENDA,California,Community water system,611,165,Ground water,GW,Groundwater,GW
CA3600196,CSA 70 W-4 PIONEERTOWN,California,Community water system,455,123,Ground water,GW,Groundwater,GW
CA3600220,CSA 42 ORO GRANDE,California,Community water system,533,144,Ground water,GW,Groundwater,GW
CA3600226,CSA 70-F MORONGO,California,Community water system,307,83,Ground water,GW,Groundwater,GW
CA0810003,BERTSCH OCEAN VIEW CSD,California,Community water system,"2,609",739,Ground water purchased,GWP,Groundwater,GW
CA4901348,HOP KILN WINERY,California,Transient non-community system,150,1,Ground water,GW,Groundwater,GW
CA1910040,"EL SEGUNDO-CITY, WATER DEPT.",California,Community water system,"16,898",6228,Surface water purchased,SWP,Surface water,SW
CA0600001,WARD'S BOAT LANDING,California,Transient non-community system,25,1,Ground water,GW,Groundwater,GW
CA4700577,BIG SPRINGS UNION ELEM. SCHOOL,California,Non-Transient non-community system,95,1,Ground water,GW,Groundwater,GW
CA2800578,ENCHANTED HILLS,California,Transient non-community system,206,12,Surface water,SW,Surface water,SW
CA2702140,WOODSIDE WA,California,Community water system,73,26,Ground water,GW,Groundwater,GW
CA0900603,ECHO PEAK WATER ASSOCIATION,California,Transient non-community system,73,26,Ground water,GW,Groundwater,GW
CA5403046,JIREH PACKING COMPANY-ORANGE COVE,California,Transient non-community system,120,7,Ground water,GW,Groundwater,GW
CA1504012,RS UTILITIES WATER SYSTEM,California,Non-Transient non-community system,25,3,Ground water,GW,Groundwater,GW
CA3705078,DG CAMPO,California,Transient non-community system,250,1,Ground water,GW,Groundwater,GW
CA3610036,"CHINO HILLS, CITY OF",California,Community water system,"77,058",21799,Surface water purchased,SWP,Surface water,SW
CA2801047,STAGS LEAP WINE CELLARS,California,Non-Transient non-community system,40,2,Ground water,GW,Groundwater,GW
CA2801009,CONN CREEK WINERY,California,Transient non-community system,64,1,Ground water,GW,Groundwater,GW
CA3110006,PLACER CWA - COLFAX,California,Community water system,"3,149",955,Surface water,SW,Surface water,SW
CA3110005,PLACER CWA - AUBURN/BOWMAN,California,Community water system,"27,294",8539,Surface water,SW,Surface water,SW
CA3110035,PCWA - WEIMAR,California,Community water system,"1,694",613,Surface water,SW,Surface water,SW
CA2300541,HERITAGE HOUSE,California,Non-Transient non-community system,50,66,Surface water,SW,Surface water,SW
CA3900835,WAYSIDE MOTEL APARTMENTS WTR SYS,California,Community water system,70,25,Ground water,GW,Groundwater,GW
CA1400131,KATHERINA MULLER WATER SYSTEM,California,Transient non-community system,250,5,Ground water,GW,Groundwater,GW
CA3301028,BALDY MOUNTAIN RANCH,California,Community water system,80,80,Ground water,GW,Groundwater,GW
CA3301482,ORTEGA OAKS RV PARK&CAMPGROUND,California,Community water system,180,77,Ground water,GW,Groundwater,GW
CA3600756,SOUTHERN CALIFORNIA BLENDING CENTER INC,California,Transient non-community system,180,41,Ground water,GW,Groundwater,GW
CA3700936,RANCHO ESTATES MUTUAL WATER CO.,California,Community water system,200,90,Ground water,GW,Groundwater,GW
CA3600185,OAK GLEN DOMESTIC WATER,California,Community water system,175,50,Ground water,GW,Groundwater,GW
CA5403145,JIREH PACKING GROUP - CUTLER,California,Non-Transient non-community system,770,1,Ground water,GW,Groundwater,GW
CA1907013,WAGON WHEEL PLAZA,California,Transient non-community system,55,8,Ground water,GW,Groundwater,GW
CA4900585,BENNETT RIDGE MUTUAL WATER COMPANY,California,Community water system,446,135,Ground water,GW,Groundwater,GW
CA4900674,PINE HILL TERRACE MOBILE HOME PARK,California,Community water system,27,23,Ground water,GW,Groundwater,GW
CA4110016,TOWN OF HILLSBOROUGH,California,Community water system,"11,387",4302,Surface water purchased,SWP,Surface water,SW
CA2410303,CDPR FOUR RIVERS DISTRICT-BASALT,California,Transient non-community system,363,6,Surface water,SW,Surface water,SW
CA2410305,CDPR-SECTOR WIDE POTABLE WATER TANKS,California,Transient non-community system,172,3,Surface water purchased,SWP,Surface water,SW
CA4210028,CACHUMA PROJECT,California,Community water system,0,40,Surface water purchased,SWP,Surface water,SW
CA4200822,SANTA RITA WATER,California,Community water system,59,18,Ground water,GW,Groundwater,GW
CA2810301,CSP-BOTHE-NAPA VALLEY STATE PARK,California,Transient non-community system,565,54,Ground water,GW,Groundwater,GW
CA2810300,CSP - BALE GRIST MILL STATE HISTORIC PAR,California,Transient non-community system,350,5,Ground water,GW,Groundwater,GW
